administrative_area_code,longitude,road_name,date,sprayer,supporting_staff,detective,day_of_week,meeting_location,locksmith,neighborhood,latitude,police_officer,meeting_time,year
67000330,120.1949463,,2015/09/21,35,84.0,7.0,一,夏林路,7.0,田寮里,22.9814464,7.0,1330,104
67000320,120.219974,,2015/09/21,23,46.0,2.0,一,長榮路二段,2.0,東安里、中西里,22.9894924,2.0,1330,104
67000370,120.2034776,,2015/09/22,23,55.0,6.0,二,民權路二段,6.0,三民里,22.9948606,1.0,830,104
67000370,120.2056406,,2015/09/22,23,55.0,6.0,二,公園路,6.0,三民里,22.9954761,1.0,1330,104
67000350,120.1913975,,2015/09/22,8,16.0,1.0,二,海佃路一段,1.0,溪北里,23.0246827,1.0,830,104
67000350,120.1913975,,2015/09/22,8,16.0,1.0,二,海佃路一段,1.0,溪北里,23.0246827,1.0,1330,104
67000340,120.2044383,,2015/09/22,5,22.0,2.0,二,長北街,2.0,三德里,23.0020765,2.0,830,104
67000340,120.2100531,,2015/09/22,3,8.0,1.0,二,公園路,1.0,六甲里,23.0068369,1.0,830,104
67000340,120.2044383,,2015/09/22,9,22.0,2.0,二,長北街,2.0,三德里,23.0020765,2.0,1330,104
67000340,120.2100531,,2015/09/22,3,8.0,1.0,二,公園路,1.0,六甲里,23.0068369,1.0,1330,104
67000330,120.1925225,,2015/09/22,41,96.0,8.0,二,德興路,8.0,明興里,22.9624922,8.0,830,104
67000330,120.1859204,,2015/09/22,41,96.0,7.0,二,新建路17巷,7.0,明興里,22.9727896,7.0,1330,104
67000320,120.2265009,,2015/09/22,15,30.0,2.0,二,裕豐街163巷,2.0,新東里、崇誨里,22.9876894,2.0,830,104
67000320,120.2265009,,2015/09/22,15,30.0,2.0,二,裕豐街163巷,2.0,新東里、崇誨里,22.9876894,2.0,1330,104
67000310,120.2262742,,2015/09/22,17,34.0,6.0,二,中華西街,6.0,西橋里,23.0150779,6.0,830,104
67000310,120.2262742,,2015/09/22,15,28.0,6.0,二,中華西街,6.0,西橋里,23.0150779,6.0,1330,104
67000370,120.2091377,,2015/09/23,36,55.0,4.0,三,衛民街,4.0,公正里,22.9930863,1.0,830,104
67000370,120.2080123,,2015/09/23,36,55.0,6.0,三,開山路,6.0,銀同里,22.9884387,1.0,1330,104
67000350,120.188108,,2015/09/23,9,18.0,1.0,三,海佃路二段,1.0,理想里,23.0381178,1.0,830,104
67000350,120.1915051,,2015/09/23,9,18.0,1.0,三,海佃路二段150巷,1.0,理想里,23.0346296,1.0,1330,104
67000340,120.2094168,,2015/09/23,21,45.0,2.0,三,北忠街,2.0,公園里,22.9993886,2.0,830,104
67000340,120.2094168,,2015/09/23,21,45.0,2.0,三,北忠街,2.0,公園里,22.9993886,2.0,1330,104
67000330,120.1914653,,2015/09/23,34,82.0,8.0,三,金華路二段,8.0,再興里,22.9816175,8.0,830,104
67000330,120.1914653,,2015/09/23,34,82.0,7.0,三,金華路二段,7.0,再興里,22.9816175,7.0,1330,104
67000310,120.2335556,,2015/09/23,9,18.0,9.0,三,成功路,6.0,五王里,23.0101748,8.0,830,104
67000310,120.2335556,,2015/09/23,9,18.0,9.0,三,成功路,6.0,五王里,23.0101748,8.0,1330,104
67000370,120.1909534,,2015/09/24,43,100.0,6.0,四,武聖路69巷,6.0,光賢里,23.004103,1.0,830,104
67000370,120.2043061,,2015/09/24,43,100.0,6.0,四,南門路,6.0,永華里,22.9868385,1.0,1330,104
67000340,120.2206589,,2015/09/24,19,40.0,5.0,四,東豐路227巷24弄,5.0,仁愛里,23.0028592,1.0,830,104
67000340,120.2206589,,2015/09/24,21,44.0,5.0,四,東豐路227巷24弄,5.0,仁愛里,23.002859,1.0,1330,104
67000330,120.1900724,,2015/09/24,40,98.0,9.0,四,慶南街,9.0,金華里,22.978402,9.0,830,104
67000330,120.1900724,,2015/09/24,40,98.0,9.0,四,慶南街,9.0,金華里,22.978402,9.0,1330,104
67000320,120.2146941,,2015/09/24,11,22.0,2.0,四,育樂街,2.0,成大里,22.9943326,2.0,830,104
67000320,120.2146941,,2015/09/24,11,22.0,2.0,四,育樂街,2.0,成大里,22.9943326,2.0,1330,104
67000370,120.1983336,,2015/09/25,49,100.0,6.0,五,普濟街,6.0,普濟里,22.9981488,1.0,830,104
67000370,120.2045916,,2015/09/25,31,70.0,4.0,五,府前路一段,4.0,小西里,22.989087,1.0,1330,104
67000340,120.2127919,,2015/09/25,24,46.0,5.0,五,長榮路五段41巷,5.0,長榮里,23.0116327,1.0,830,104
67000340,120.2145037,,2015/09/25,42,88.0,5.0,五,北門路二段247巷,5.0,大仁里,23.0081293,1.0,1330,104
67000330,120.1953595,,2015/09/25,40,92.0,6.0,五,永成路三段,6.0,府南里,22.9685684,6.0,830,104
67000330,120.1953595,,2015/09/25,40,92.0,6.0,五,永成路三段,6.0,府南里,22.9685684,6.0,1330,104
67000320,120.218398,,2015/09/25,14,30.0,2.0,五,榮譽街,2.0,大福里,22.975228,2.0,830,104
67000320,120.2157222,,2015/09/25,14,30.0,2.0,五,立德二路,2.0,大福里,22.9751638,2.0,1330,104
67000370,120.2015978,,2015/09/26,57,118.0,6.0,六,永福路二段227巷,6.0,天后里,22.9964654,1.0,815,104
67000370,120.1923404,,2015/09/26,79,165.0,7.0,六,環河街,7.0,協進里,22.9943034,1.0,1315,104
67000350,120.1871243,,2015/09/26,49,102.0,1.0,六,府安路六段,1.0,幸福里,23.0172804,1.0,1315,104
67000330,120.1859979,,2015/09/26,50,100.0,10.0,六,新建路37巷,10.0,開南里,22.9688761,10.0,815,104
67000320,120.2270729,,2015/09/26,21,42.0,2.0,六,小東路,2.0,小東里,23.0000536,2.0,815,104
67000350,120.1870767,,2015/09/27,20,42.0,2.0,日,國安街156巷,2.0,海佃里,23.0250423,1.0,815,104
67000340,120.2247702,,2015/09/27,26,54.0,6.0,日,林森路三段,6.0,華興里,23.0046136,6.0,815,104
67000330,120.1914431,,2015/09/27,67,154.0,8.0,日,新興路,8.0,日新里,22.9755921,8.0,815,104
67000320,120.2145632,,2015/09/27,12,24.0,2.0,日,光華街229巷,2.0,泉南里,22.9863004,2.0,815,104
67000370,120.2083827,,2015/09/28,58,118.0,6.0,一,城隍街,6.0,萬昌里、銀同里,22.9902138,1.0,815,104
67000370,120.21103,,2015/09/28,73,165.0,6.0,一,青年路226巷,6.0,萬昌里、銀同里,22.9908646,1.0,1315,104
67000360,120.1780478,,2015/09/28,18,36.0,2.0,一,建平五街80巷,2.0,文平里,22.9877336,4.0,815,104
67000340,120.1926548,,2015/09/28,53,112.0,6.0,一,文賢路799巷,6.0,大和里,23.0159725,1.0,1315,104
67000330,120.1914905,,2015/09/28,53,126.0,6.0,一,德興路232巷,6.0,建南里,22.960259,6.0,815,104
67000370,120.1977304,,2015/09/29,37,118.0,1.0,二,西門路二段,7.0,建國里,22.9904876,3.0,815,104
67000370,120.2080123,,2015/09/29,41,165.0,1.0,二,開山路,7.0,青年里,22.9884387,4.0,1315,104
67000340,120.214365,,2015/09/29,34,72.0,1.0,二,和緯路一段96巷,8.0,大道里,23.0109078,3.0,1315,104
67000330,120.196137,,2015/09/29,52,118.0,1.0,二,府緯街,8.0,新昌里,22.9838677,4.0,815,104
67000330,120.1996441,,2015/09/29,45,104.0,1.0,二,新興東路,8.0,大成里,22.9796325,4.0,1315,104
67000320,120.2246663,,2015/09/29,37,74.0,1.0,二,衛國街114巷,3.0,崇誨里,22.9878743,3.0,815,104
67000320,120.2240941,,2015/09/29,6,12.0,1.0,二,富德街,2.0,龍山里,22.9843377,1.0,1315,104
67000370,120.1901084,,2015/09/30,38,86.0,1.0,三,和善街98巷,6.0,光賢里,23.0028903,5.0,815,104
67000370,120.1989929,,2015/09/30,38,86.0,1.0,三,府前路一段304巷,6.0,福安里,22.9908137,5.0,1315,104
67000340,120.2208365,,2015/09/30,28,58.0,1.0,三,開元路,5.0,中樓里,23.0076695,4.0,815,104
67000340,120.2208365,,2015/09/30,28,58.0,1.0,三,開元路,5.0,中樓里,23.0076695,4.0,1315,104
67000330,120.1991287,,2015/09/30,39,84.0,1.0,三,新都路,6.0,明亮里,22.9687954,5.0,815,104
67000330,120.1991287,,2015/09/30,39,84.0,1.0,三,新都路,6.0,明亮里,22.9687954,5.0,1315,104
67000320,120.2280762,,2015/09/30,25,50.0,1.0,三,裕豐街214巷,4.0,裕農里,22.9881152,3.0,815,104
67000320,120.2280762,,2015/09/30,25,50.0,1.0,三,裕豐街214巷,4.0,裕農里,22.9881152,3.0,1315,104
67000370,120.198531,,2015/10/01,45,100.0,1.0,四,國華街三段,6.0,元安里,22.9965617,5.0,815,104
67000370,120.2056406,,2015/10/01,45,100.0,1.0,四,公園路,6.0,三民里,22.9954761,5.0,1315,104
67000360,120.1791517,,2015/10/01,18,36.0,1.0,四,建平八街450巷,2.0,華平里,22.9917157,1.0,815,104
67000350,120.1871243,,2015/10/01,35,72.0,1.0,四,府安路六段,3.0,幸福里,23.0172804,2.0,1315,104
67000330,120.1863449,,2015/10/01,41,100.0,1.0,四,新興路500巷,8.0,國宅里,22.9752788,7.0,815,104
67000330,120.1896682,,2015/10/01,31,70.0,1.0,四,健康二段,8.0,文南里,22.9817861,7.0,1315,104
67000320,120.223755,,2015/10/01,22,44.0,1.0,四,林森路二段113號旁空地,3.0,中西里,22.9902201,2.0,815,104
67000290,120.3301099,,2015/10/01,7,2.0,1.0,四,中央路,1.0,香洋里,22.9602766,1.0,1315,104
67000370,120.205695,,2015/10/02,34,78.0,1.0,五,觀亭街,6.0,赤嵌里,22.9970723,5.0,815,104
67000370,120.2043061,,2015/10/02,44,100.0,1.0,五,南門路,6.0,大南里,22.9868385,5.0,1315,104
67000340,120.2195684,,2015/10/02,19,40.0,1.0,五,臺南實踐街85巷,4.0,永祥里,23.0145383,3.0,815,104
67000340,120.1957111,,2015/10/02,19,40.0,1.0,五,臺南臨安路二段91巷,4.0,裕民里,23.0035792,3.0,1315,104
67000330,120.1925225,,2015/10/02,32,74.0,1.0,五,德興路,5.0,明興里,22.9624922,4.0,815,104
67000330,120.1925225,,2015/10/02,32,74.0,1.0,五,德興路,6.0,明興里,22.9624922,5.0,1315,104
67000320,120.2252435,,2015/10/02,35,75.0,1.0,五,東門路二段,5.0,崇信里,22.984154,4.0,815,104
67000320,120.2297514,,2015/10/02,43,93.0,1.0,五,崇善路,6.0,德光里,22.9726201,5.0,1315,104
67000350,120.2054956,,2015/10/03,12,24.0,1.0,六,郡安路四段278巷,1.0,溪頂里,23.0284194,1.0,815,104
67000350,120.1849909,,2015/10/03,52,114.0,1.0,六,國安街,2.0,幸福里,23.0215535,1.0,1315,104
67000330,120.1925225,,2015/10/03,52,116.0,1.0,六,德興路,8.0,郡南里,22.9624922,7.0,815,104
67000330,120.1882543,,2015/10/03,27,64.0,1.0,六,鹽埕路291巷,7.0,日新里,22.9712933,6.0,1315,104
67000320,120.2318238,,2015/10/03,58,123.0,1.0,六,裕農路446巷,6.0,富裕里、富強里,22.9865039,5.0,815,104
67000320,120.229015,,2015/10/03,58,123.0,1.0,六,東門路二段301巷,6.0,富裕里、富強里,22.9840553,5.0,1315,104
67000370,120.2045916,,2015/10/04,43,96.0,1.0,日,府前路一段,6.0,開山里,22.989087,5.0,815,104
67000370,120.2045916,,2015/10/04,43,96.0,1.0,日,府前路一段,6.0,開山里,22.989087,5.0,1315,104
67000360,120.1806226,,2015/10/04,20,43.0,1.0,日,建平十一街164巷,2.0,建平里,22.9960784,1.0,815,104
67000360,120.1687656,,2015/10/04,27,39.0,1.0,日,育平四街,2.0,育平里,22.9895812,1.0,1315,104
67000340,120.2254785,,2015/10/04,24,48.0,1.0,日,開元路394巷,4.0,國興里,23.0096771,3.0,815,104
67000340,120.2031586,,2015/10/04,19,38.0,1.0,日,成功路238巷,4.0,五福里,22.9998277,3.0,1315,104
67000310,120.2531342,,2015/10/04,20,43.0,1.0,日,四維街58巷,4.0,埔園里,23.0324258,3.0,815,104
67000310,120.251672,,2015/10/04,42,88.0,1.0,日,正強街,6.0,正強里,23.0295168,5.0,1315,104
67000180,120.3060502,,2015/10/04,19,30.0,1.0,日,健康路,3.0,,23.0331821,2.0,815,104
67000370,120.2024558,,2015/10/05,64,140.0,1.0,一,成功路,6.0,協和里,22.999235,5.0,815,104
67000370,120.2034639,,2015/10/05,26,65.0,1.0,一,赤崁東街,3.0,赤嵌里,22.997754,2.0,1315,104
67000340,120.2001781,,2015/10/05,22,46.0,1.0,一,海安路三段,4.0,安民里,23.0103002,3.0,815,104
67000340,120.1926548,,2015/10/05,29,60.0,1.0,一,文賢路799巷,5.0,大和里,23.0159725,4.0,1315,104
67000330,120.1934276,,2015/10/05,33,78.0,1.0,一,永華路一段,7.0,文華里,22.9878707,6.0,815,104
67000330,120.1889442,,2015/10/05,64,140.0,1.0,一,利南街,7.0,光明里,22.9718456,6.0,1315,104
67000320,120.2125072,,2015/10/05,16,32.0,1.0,一,衛民街,2.0,圍下里,22.99269,1.0,815,104
67000320,120.2125072,,2015/10/05,16,32.0,1.0,一,衛民街,2.0,圍下里,22.99269,1.0,1315,104
67000360,120.1638985,,2015/10/06,34,71.0,1.0,二,安北路121巷15弄,4.0,海頭里、港仔里,23.0019235,3.0,815,104
67000360,120.1638985,,2015/10/06,34,71.0,1.0,二,安北路121巷15弄,2.0,海頭里、港仔里,23.0019235,1.0,1315,104
67000350,120.1870767,,2015/10/06,23,46.0,1.0,二,國安街156巷,1.0,國安里,23.0250423,1.0,815,104
67000320,120.2275133,,2015/10/06,76,164.0,1.0,二,東和路,8.0,小東里,22.9984532,7.0,815,104
67000320,120.2323263,,2015/10/06,17,34.0,1.0,二,崇善十四街,2.0,大智里,22.9649956,1.0,1315,104
67000310,120.236121,,2015/10/06,80,175.0,1.0,二,中華路214巷,6.0,中興里,23.0050909,5.0,1315,104
67000340,120.2206391,,2015/10/07,19,40.0,1.0,三,開元路333巷,4.0,新勝里,23.0091621,3.0,1315,104
67000330,120.2121505,,2015/10/07,42,112.0,1.0,三,中華南路一段175巷25弄,8.0,大忠里,22.9693566,7.0,815,104
67000330,120.2121505,,2015/10/07,49,110.0,1.0,三,中華南路一段175巷25弄,7.0,大忠里,22.9693566,6.0,1315,104
67000320,120.2173319,,2015/10/07,42,90.0,1.0,三,林森路一段,4.0,東安里,22.982676,3.0,815,104
67000320,120.2123533,,2015/10/07,42,90.0,1.0,三,大同路一段141巷,4.0,大同里,22.9858319,3.0,1315,104
67000310,120.2319947,,2015/10/07,54,126.0,1.0,三,勝利街77巷,6.0,勝利里,23.0018072,5.0,815,104
67000310,120.2342504,,2015/10/07,49,114.0,1.0,三,中華一路,3.0,勝利里,23.0043142,2.0,1315,104
67000370,120.21103,,2015/10/08,33,78.0,1.0,四,青年路226巷,6.0,萬昌里,22.9908646,5.0,815,104
67000370,120.21103,,2015/10/08,33,78.0,1.0,四,青年路226巷,6.0,萬昌里,22.9908646,5.0,1315,104
67000360,120.1645873,,2015/10/08,14,28.0,1.0,四,安平路75巷18弄,1.0,港仔里,22.9988483,1.0,815,104
67000360,120.1685292,,2015/10/08,12,24.0,1.0,四,安平路606巷53弄,1.0,平安里,23.000765,1.0,1315,104
67000350,120.1913975,,2015/10/08,12,24.0,1.0,四,海佃路一段,1.0,溪墘里,23.0246827,1.0,815,104
67000340,120.1878665,,2015/10/08,34,70.0,1.0,四,武聖路,4.0,大豐里,23.0074495,3.0,815,104
67000340,120.2279024,,2015/10/08,23,48.0,1.0,四,東豐路451巷,4.0,力行里,23.0031828,3.0,1315,104
67000330,120.1900724,,2015/10/08,25,54.0,1.0,四,慶南街,4.0,金華里-A,22.978402,3.0,815,104
67000330,120.1863091,,2015/10/08,17,38.0,1.0,四,新孝路126巷17弄,2.0,金華里-B,22.9784428,1.0,815,104
67000330,120.1874864,,2015/10/08,38,84.0,1.0,四,鹽埕路159巷,5.0,白雪里、光明里,22.9690929,4.0,1315,104
67000320,120.2318238,,2015/10/08,35,78.0,1.0,四,裕農路446巷,4.0,富裕里、富強里,22.9865039,3.0,815,104
67000320,120.2360971,,2015/10/08,51,114.0,1.0,四,富農街二段108巷,6.0,關聖里、南聖里、東聖里,22.9873498,5.0,1315,104
67000310,120.2262785,,2015/10/08,33,78.0,1.0,四,中山南路43巷,6.0,西橋里,23.0131714,5.0,815,104
67000310,120.2262785,,2015/10/08,8,18.0,1.0,四,中山南路43巷,2.0,西橋里,23.0131714,1.0,1315,104
67000310,120.2336874,,2015/10/08,38,90.0,1.0,四,勝利里勝華街37巷,6.0,勝利里,23.0057523,5.0,1315,104
67000370,120.199521,,2015/10/09,30,70.0,1.0,五,府緯街4巷6號,6.0,仙草里,22.984497,5.0,815,104
67000370,120.199521,,2015/10/09,30,70.0,1.0,五,府緯街4巷6號,6.0,仙草里,22.984497,5.0,1315,104
67000360,120.1628406,,2015/10/09,30,60.0,1.0,五,運河路13巷,2.0,港仔里,22.9993744,1.0,815,104
67000350,120.2154452,,2015/10/09,30,64.0,1.0,五,安和路一段96巷,2.0,安和里,23.0288794,1.0,815,104
67000340,120.2094229,,2015/10/09,31,64.0,1.0,五,北成路128巷,6.0,成功里,23.0207307,5.0,815,104
67000340,120.2286683,,2015/10/09,23,52.0,1.0,五,力行一街,4.0,力行里,23.0082926,3.0,1315,104
67000330,120.2070723,,2015/10/09,28,62.0,1.0,五,體育路45巷,4.0,竹溪里,22.9791098,3.0,815,104
67000330,120.2080374,,2015/10/09,28,64.0,1.0,五,體育路25巷,5.0,竹溪里,22.9803105,4.0,1315,104
67000320,120.2246663,,2015/10/09,49,104.0,1.0,五,衛國街114巷,10.0,衛國里,22.9878743,9.0,815,104
67000320,120.2165693,,2015/10/09,41,88.0,1.0,五,立德九路,4.0,大德里,22.9753199,3.0,1315,104
67000310,120.2307674,,2015/10/09,45,90.0,1.0,五,勝學路111號,8.0,勝利里,23.0036415,7.0,815,104
67000310,120.2301644,,2015/10/09,45,98.0,1.0,五,勝利街1巷,8.0,勝利里,23.0014551,7.0,1315,104
67000360,120.1839696,,2015/10/10,15,30.0,1.0,六,建平六街,2.0,文平里,22.9872508,2.0,815,104
67000360,120.1736059,,2015/10/10,11,22.0,1.0,六,安平路446巷,2.0,平安里,22.9986122,1.0,1330,104
67000350,120.1949686,,2015/10/10,47,105.0,1.0,六,海佃路一段158巷,2.0,安富里,23.0247246,2.0,815,104
67000350,120.2029256,,2015/10/10,27,58.0,1.0,六,府安路五段11巷59弄,2.0,溪東里,23.0267702,2.0,1330,104
67000330,120.2109676,,2015/10/10,44,96.0,1.0,六,大林路111巷9弄,5.0,大林里,22.9739325,4.0,815,104
67000330,120.2109676,,2015/10/10,44,96.0,1.0,六,大林路111巷9弄,5.0,大林里,22.9739325,4.0,1330,104
67000320,120.2256341,,2015/10/10,50,108.0,1.0,六,林森路二段192巷,6.0,崇誨里、裕農里,22.9896267,5.0,815,104
67000320,120.2155959,,2015/10/10,19,40.0,1.0,六,立德四路,2.0,大福里,22.9757347,1.0,1330,104
67000370,120.1995851,,2015/10/11,27,56.0,1.0,日,府緯街4巷,6.0,仙草里,22.9843003,5.0,815,104
67000370,120.1995851,,2015/10/11,27,56.0,1.0,日,府緯街4巷,6.0,仙草里,22.9843003,5.0,1330,104
67000340,120.2206789,,2015/10/11,25,52.0,1.0,日,實踐街103巷,4.0,開元里,23.0145675,3.0,815,104
67000340,120.2176377,,2015/10/11,21,44.0,1.0,日,開元路73巷,4.0,勝安里,23.0071693,3.0,1330,104
67000310,120.2287064,,2015/10/11,26,60.0,1.0,日,中華路619巷,6.0,安康里,23.0139843,5.0,815,104
67000310,120.2287064,,2015/10/11,26,60.0,1.0,日,中華路619巷,6.0,安康里,23.0139843,5.0,1330,104
67000270,120.2412766,,2015/10/11,4,2.0,1.0,日,中山路870巷221弄,1.0,仁德里,22.9759794,1.0,815,104
67000270,120.2321356,,2015/10/11,2,2.0,1.0,日,保生東路218巷,1.0,成功里,22.9564417,1.0,815,104
67000190,120.2952307,,2015/10/11,11,2.0,1.0,日,中山路,1.0,東關里,23.1320504,1.0,815,104
67000180,120.302878,,2015/10/11,7,2.0,1.0,日,正新路,1.0,豐榮里,23.0363782,1.0,815,104
67000370,120.2045916,,2015/10/12,26,62.0,1.0,一,府前路一段,6.0,開山里,22.989087,5.0,815,104
67000370,120.1967339,,2015/10/12,38,86.0,1.0,一,和平街,6.0,水仙里,22.9965807,5.0,1330,104
67000360,120.1527992,,2015/10/12,16,35.0,1.0,一,同平路,1.0,金城里,22.9952916,1.0,815,104
67000360,120.1543945,,2015/10/12,16,35.0,1.0,一,安北路,1.0,石門里,23.0004927,1.0,1330,104
67000350,120.1929134,,2015/10/12,17,34.0,1.0,一,大安街,1.0,大安里,23.0385168,1.0,815,104
67000350,120.1955101,,2015/10/12,45,98.0,1.0,一,郡安路五段178巷,2.0,安富里,23.0278475,2.0,1330,104
67000340,120.1960877,,2015/10/12,27,56.0,1.0,一,文賢一路,4.0,文成里,23.0081211,3.0,815,104
67000340,120.1972508,,2015/10/12,33,68.0,1.0,一,和緯路三段,4.0,文成里,23.0105336,3.0,1330,104
67000330,120.1798113,,2015/10/12,42,92.0,1.0,一,喜樹路,5.0,喜北里,22.9429798,4.0,815,104
67000330,120.1758477,,2015/10/12,13,30.0,1.0,一,喜樹路222巷,3.0,喜北里,22.9423428,2.0,1330,104
67000320,120.2156011,,2015/10/12,56,127.0,1.0,一,府連路326巷,7.0,泉南里,22.9850236,6.0,815,104
67000320,120.2280762,,2015/10/12,30,66.0,1.0,一,裕豐街214巷,4.0,裕農里,22.9881152,3.0,1330,104
67000320,120.2297514,,2015/10/12,2,6.0,1.0,一,崇善路,1.0,崇善里,22.9726201,1.0,1330,104
67000310,120.2286974,,2015/10/12,35,82.0,1.0,一,大橋一街,6.0,安康里,23.0174773,5.0,815,104
67000310,120.2309903,,2015/10/12,18,39.0,1.0,一,勝學路,3.0,勝利里,23.0045513,2.0,1330,104
67000370,120.2284234,,2015/10/13,42,100.0,1.0,二,      和平街,5.0,民權里,22.9717524,4.0,900,104
67000370,120.1844144,,2015/10/13,14,32.0,1.0,二,康樂街與和平街口,1.0,民權里,23.0428466,1.0,1400,104
67000360,120.1864918,,2015/10/13,31,78.0,1.0,二,    府平路,5.0,育平里,22.982861,4.0,1400,104
67000350,120.4954821,,2015/10/13,29,78.0,1.0,二,海環街,6.0,海東里,24.1124165,5.0,900,104
67000350,120.1895508,,2015/10/13,27,66.0,1.0,二,國安街56巷,6.0,海佃里,22.9854588,5.0,1400,104
67000340,120.4954821,,2015/10/13,29,70.0,1.0,二,林森路三段,6.0,華興里,24.1124165,5.0,900,104
67000340,120.1900606,,2015/10/13,14,32.0,1.0,二,    東興路2段,1.0,東興里,23.0229294,1.0,1400,104
67000330,120.2241747,,2015/10/13,40,84.0,1.0,二,中華西路及永南二街,6.0,文南里,23.0066086,5.0,900,104
67000330,120.235977,,2015/10/13,37,90.0,1.0,二,文南路及文南一街交叉口,8.0,文華里,23.0111636,7.0,1400,104
67000320,120.2356782,,2015/10/13,56,136.0,1.0,二,富農街二段,9.0,東聖里,22.9861816,8.0,900,104
67000320,120.1657127,,2015/10/13,20,43.0,1.0,二,崇德十二街,2.0,崇成里,22.9871073,2.0,1400,104
67000310,120.6532212,,2015/10/13,40,84.0,1.0,二,五王里中山東路218巷,6.0,五王里,24.1371928,5.0,900,104
67000310,120.235977,,2015/10/13,37,86.0,1.0,二,中山東路218巷,6.0,五王里,23.0111636,5.0,1400,104
67000370,120.1970636,,2015/10/14,62,106.0,1.0,三,海安路二段297號,4.0,三合里,22.9968325,3.0,900,104
67000370,120.1970636,,2015/10/14,19,46.0,1.0,三,海安路二段297號,4.0,三合里,22.9968325,3.0,1400,104
67000360,120.1706728,,2015/10/14,97,116.0,1.0,三,平通路580巷102號(平通里活動中心),2.0,平通里,22.9970025,2.0,1400,104
67000350,120.1898767,,2015/10/14,21,60.0,1.0,三,府安路六段46號,1.0,幸福里,23.019107,1.0,900,104
67000350,120.1876319,,2015/10/14,27,72.0,1.0,三,郡安路六段55巷70號,2.0,海佃里,23.0271309,2.0,1400,104
67000340,120.2031139,,2015/10/14,21,60.0,1.0,三,順德公園(中華北路二段194巷50弄40號前),4.0,成德里,23.0200114,3.0,900,104
67000340,120.201242,,2015/10/14,29,64.0,1.0,三,和順里活動中心(公園南路406號),4.0,和順里,23.0038331,3.0,1400,104
67000330,121.737799,,2015/10/14,35,72.0,1.0,三,廣州里活動中心(健民街2號),6.0,廣州里,25.142778,5.0,900,104
67000330,120.1934016,,2015/10/14,30,72.0,1.0,三,大成路二段143巷55號眾善堂前,6.0,府南里,22.9733077,5.0,1400,104
67000320,120.2119972,,2015/10/14,65,150.0,1.0,三,大同路一段197巷31號對面工廠集合(工廠後門),10.0,大同里,22.9838703,9.0,900,104
67000320,120.2149778,,2015/10/14,31,49.0,1.0,三,林森路一段153巷27弄7號(曼哈頓大樓),5.0,泉南里,22.9834636,4.0,1400,104
67000310,120.9071077,,2015/10/14,28,60.0,1.0,三,中華路920號(尚頂里活動中心)奇美醫院路橋下,6.0,尚頂里,24.6855959,5.0,900,104
67000310,120.9071077,,2015/10/14,25,62.0,1.0,三,中華路920號(尚頂里活動中心)奇美醫院路橋下,6.0,尚頂里,24.6855959,5.0,1400,104
67000370,120.2154229,,2015/10/15,41,102.0,1.0,四,保安路,6.0,民生里,22.9767215,5.0,815,104
67000370,120.194075,,2015/10/15,41,102.0,1.0,四,郡西路,6.0,民生里、郡西里,22.989445,5.0,1330,104
67000360,120.1767037,,2015/10/15,35,73.0,1.0,四,建平五街184巷,2.0,國平里,22.9888505,3.0,815,104
67000350,120.187081,,2015/10/15,44,104.0,1.0,四,府安路六段103巷,2.0,海南里,23.0201114,2.0,1330,104
67000340,120.2164217,,2015/10/15,34,72.0,1.0,四,北門路二段,8.0,光武里,23.0119894,7.0,815,104
67000340,120.182738,,2015/10/15,19,42.0,1.0,四,賢北街15巷,4.0,賢北里,23.0058531,3.0,1330,104
67000330,120.187074,,2015/10/15,26,76.0,1.0,四,中華南路二段,6.0,南都里,22.961445,5.0,815,104
67000330,120.187074,,2015/10/15,26,76.0,1.0,四,中華南路二段,6.0,南都里,22.961445,5.0,1330,104
67000320,120.1916428,,2015/10/15,13,30.0,1.0,四,立德七路,2.0,大福里,22.9912604,1.0,815,104
67000320,120.2395567,,2015/10/15,82,208.0,1.0,四,裕農路,12.0,後甲里,22.9892238,11.0,1330,104
67000310,120.2380043,,2015/10/15,36,84.0,1.0,四,忠勇街,6.0,中華里,23.0007753,5.0,815,104
67000370,120.2003356,,2015/10/16,23,65.0,1.0,五,新美街巷口,2.0,建國里,22.995018,1.0,815,104
67000370,120.2025275,,2015/10/16,7,30.0,1.0,五,中西忠義路二段,1.0,永華里,22.9908854,1.0,815,104
67000370,120.1886671,,2015/10/16,13,46.0,1.0,五,民生路二段,1.0,安海里,22.9972279,1.0,1315,104
67000370,120.1799522,,2015/10/16,12,45.0,1.0,五,湖美街與湖美街101巷,2.0,西賢里,23.0021244,1.0,1315,104
67000360,120.1668323,,2015/10/16,23,50.0,1.0,五,育平九街372巷,2.0,平通里,22.9965701,2.0,815,104
67000360,120.1744189,,2015/10/16,27,56.0,1.0,五,建平八街372巷,2.0,華平里,22.9914586,2.0,1315,104
67000350,120.2175663,,2015/10/16,15,38.0,1.0,五,府安路三段289巷,1.0,安和里,23.0299189,1.0,815,104
67000350,120.2140359,,2015/10/16,10,24.0,1.0,五,安和路一段220巷,1.0,安東里,23.031478,1.0,815,104
67000350,120.1859277,,2015/10/16,10,24.0,1.0,五,海佃路二段483巷,1.0,海東里,23.0411806,1.0,1315,104
67000350,120.1935021,,2015/10/16,18,44.0,1.0,五,安寧街91巷,1.0,溪墘里,23.0233793,1.0,1315,104
