administrative_area_code,longitude,road_name,date,sprayer,supporting_staff,detective,day_of_week,meeting_location,locksmith,neighborhood,latitude,police_officer,meeting_time,year
67000320,120.232064,,2015/11/05,19,46.0,1.0,四,中華東路二段295巷,3.0,自強里,22.981999,2.0,815,104
67000320,120.2182532,,2015/11/05,5,14.0,1.0,四,崇德路,1.0,東智里、仁德成功里,22.9802783,0.0,815,104
67000320,120.24439,,2015/11/05,8,20.0,1.0,四,裕信路,1.0,文聖里,22.983811,0.0,1330,104
67000320,120.234938,,2015/11/05,8,20.0,1.0,四,富農街一段,1.0,復興里,22.9828857,0.0,1330,104
67000320,120.235365,,2015/11/05,7,18.0,1.0,四,仁和路139巷,1.0,德高里、仁和里,22.9698211,0.0,1330,104
67000310,120.2331411,,2015/11/05,15,38.0,1.0,四,五福街,2.0,五王里A,23.0130397,1.0,815,104
67000310,120.235971,,2015/11/05,7,18.0,1.0,四,中山東路68巷,1.0,五王里B,23.012941,1.0,815,104
67000280,120.2992015,,2015/11/05,7,14.0,1.0,四,大仁街,1.0,許厝里,22.9686821,1.0,815,104
67000280,120.2998651,,2015/11/05,4,8.0,1.0,四,仁愛六街,1.0,許厝里,22.9668637,1.0,815,104
67000280,120.2980517,,2015/11/05,4,8.0,1.0,四,信義北路96巷,1.0,歸仁里,22.9691884,1.0,1330,104
67000370,120.199531,,2015/11/06,7,18.0,0.0,五,健康路一段,1.0,仙草里,22.9816771,1.0,1330,104
67000360,120.1758139,,2015/11/06,3,6.0,1.0,五,華平路672巷,1.0,怡平里,22.9962418,0.0,815,104
67000360,120.1826605,,2015/11/06,3,6.0,0.0,五,建平十七街,1.0,建平里,22.9973342,1.0,815,104
67000360,120.1633288,,2015/11/06,4,8.0,0.0,五,平豐路391巷,1.0,億載里A,22.9935115,1.0,1330,104
67000360,120.1581416,,2015/11/06,5,10.0,1.0,五,光州八街,1.0,億載里B,22.9927823,0.0,1330,104
67000350,120.2145221,,2015/11/06,11,26.0,1.0,五,安和路一段478巷,1.0,安東里,23.0283531,1.0,815,104
67000350,120.2154227,,2015/11/06,8,20.0,1.0,五,安和路一段96巷,1.0,安和里,23.0288116,1.0,815,104
67000350,120.1598769,,2015/11/06,5,14.0,1.0,五,安興街181巷,1.0,公塭里,23.0663474,1.0,1330,104
67000350,120.1869174,,2015/11/06,9,22.0,1.0,五,國安街156巷,1.0,國安里,23.0250297,1.0,1330,104
67000350,120.2176917,,2015/11/06,15,36.0,1.0,五,安和路二段285巷,1.0,新順里,23.0423943,1.0,1330,104
67000340,120.197251,,2015/11/06,10,24.0,1.0,五,臨安路二段50巷,2.0,裕民里A,23.002215,2.0,815,104
67000340,120.197251,,2015/11/06,11,26.0,1.0,五,臨安路二段50巷,2.0,裕民里B,23.002215,2.0,815,104
67000340,120.2040444,,2015/11/06,5,14.0,1.0,五,北華街,1.0,五福里,23.0010629,1.0,1330,104
67000340,120.2058412,,2015/11/06,5,14.0,1.0,五,佑民街,1.0,玉皇里,22.9990941,1.0,1330,104
67000330,120.1925393,,2015/11/06,19,42.0,1.0,五,德興路,4.0,明興里,22.9628861,3.0,815,104
67000330,120.1925393,,2015/11/06,19,42.0,1.0,五,德興路,4.0,明興里,22.9628861,3.0,1330,104
67000320,120.241752,,2015/11/06,19,44.0,1.0,五,裕興路,2.0,文聖里,22.983428,1.0,815,104
67000320,120.2275775,,2015/11/06,6,18.0,0.0,五,崇德路,1.0,崇德里,22.9738794,1.0,815,104
67000320,120.2235883,,2015/11/06,8,20.0,1.0,五,林森路二段,2.0,中西里,22.9894653,1.0,1330,104
67000320,120.2133342,,2015/11/06,4,14.0,0.0,五,樹林街一段,1.0,泉南里,22.986597,1.0,1330,104
67000320,120.2332038,,2015/11/06,9,22.0,0.0,五,中華東路二段22巷,1.0,富強里,22.9881379,1.0,1330,104
67000310,120.2727237,,2015/11/06,5,12.0,1.0,五,大灣路37巷,1.0,北灣里A,23.0126193,1.0,815,104
67000310,120.2703326,,2015/11/06,5,12.0,1.0,五,大灣路,1.0,北灣里B,23.0107595,1.0,815,104
67000310,120.261494,,2015/11/06,7,16.0,1.0,五,大灣路764巷,1.0,南灣里,23.00195,1.0,1330,104
67000310,120.2600179,,2015/11/06,5,12.0,1.0,五,中山北路104巷,1.0,永康里,23.0267149,1.0,1330,104
67000280,120.2971755,,2015/11/06,23,58.0,1.0,五,大智街,2.0,許厝里,22.966176,1.0,1330,104
67000230,120.4854506,,2015/11/06,10,18.0,1.0,五,民權路,1.0,玉田里,23.1796525,1.0,815,104
67000230,120.4894005,,2015/11/06,10,18.0,1.0,五,中正路,1.0,玉田里,23.1660185,1.0,1330,104
67000350,120.1754856,,2015/11/07,5,14.0,1.0,六,海佃路四段,1.0,佃西里,23.0635196,1.0,815,104
67000350,120.198296,,2015/11/07,5,14.0,1.0,六,本原街一段,1.0,原佃里,23.0511889,1.0,815,104
67000350,120.1922347,,2015/11/07,9,20.0,1.0,六,大安街461巷,1.0,理想里,23.0386632,1.0,815,104
67000350,120.1896059,,2015/11/07,9,22.0,1.0,六,國安街56巷,1.0,海佃里,23.0254315,1.0,1330,104
67000350,120.215004,,2015/11/07,8,20.0,1.0,六,安和路一段,1.0,溪北里,23.026447,1.0,1330,104
67000340,120.2212427,,2015/11/07,4,14.0,1.0,六,北園街87巷,1.0,開元里,23.0148563,1.0,1330,104
67000330,120.1938121,,2015/11/07,9,20.0,1.0,六,三官路,2.0,新興里A,22.9788784,1.0,815,104
67000330,120.1916004,,2015/11/07,19,42.0,1.0,六,金華路二段,4.0,再興里,22.9810279,3.0,815,104
67000330,120.1871376,,2015/11/07,8,20.0,1.0,六,中華南路二段302巷,3.0,南華里,22.9623495,2.0,815,104
67000330,120.2119239,,2015/11/07,8,18.0,1.0,六,大同路620巷,2.0,大忠里,22.988316,1.0,815,104
67000330,120.1835869,,2015/11/07,13,30.0,1.0,六,灣裡路,2.0,佛壇里,22.921496,1.0,1330,104
67000330,120.1948027,,2015/11/07,11,30.0,1.0,六,夏林路,3.0,新興里B,22.980427,2.0,1330,104
67000330,120.1947184,,2015/11/07,7,16.0,1.0,六,新都路,1.0,明亮里,22.967162,1.0,1330,104
67000330,120.1949285,,2015/11/07,8,18.0,1.0,六,新興東路,2.0,大成里,22.9784032,1.0,1330,104
67000320,120.213489,,2015/11/07,7,18.0,1.0,六,新樓街,1.0,東門里,22.98995,0.0,815,104
67000320,120.2248147,,2015/11/07,8,20.0,1.0,六,崇學路142巷,1.0,崇信里,22.9802088,0.0,815,104
67000320,120.2256576,,2015/11/07,19,44.0,1.0,六,崇明十四街,4.0,崇德里,22.9737611,3.0,815,104
67000320,120.229441,,2015/11/07,6,16.0,1.0,六,小東路,1.0,莊敬里,22.999184,0.0,815,104
67000320,120.2276223,,2015/11/07,13,32.0,1.0,六,崇德路,2.0,東智里,22.9605907,1.0,815,104
67000320,120.236628,,2015/11/07,11,26.0,1.0,六,富農街一段188巷,2.0,復興里,22.9819989,1.0,1330,104
67000320,120.230394,,2015/11/07,12,32.0,1.0,六,裕農路,2.0,裕農里,22.987755,1.0,1330,104
67000320,120.2207581,,2015/11/07,6,16.0,1.0,六,大學路18巷,1.0,大學里,22.9944782,0.0,1330,104
67000320,120.2373892,,2015/11/07,5,14.0,1.0,六,自由路二段,1.0,和平里,22.9741788,0.0,1330,104
67000320,120.2281533,,2015/11/07,18,42.0,1.0,六,裕農路288巷,3.0,富裕里,22.9851783,2.0,1330,104
67000290,120.3276671,,2015/11/07,10,20.0,1.0,六,香洋里大富街343巷,1.0,香洋里A,22.9516215,1.0,815,104
67000290,120.3316634,,2015/11/07,7,14.0,1.0,六,香洋里中央路,1.0,香洋里B,22.9597684,1.0,815,104
67000280,120.2941258,,2015/11/07,4,8.0,1.0,六,中正南路一段85巷,1.0,新厝里,22.9642262,1.0,815,104
67000280,120.2952186,,2015/11/07,5,10.0,1.0,六,中正三街46巷,1.0,新厝里,22.9648568,1.0,815,104
67000280,120.2956518,,2015/11/07,4,8.0,1.0,六,大通路,1.0,歸仁里,22.9677211,1.0,1330,104
67000280,120.2970067,,2015/11/07,5,10.0,1.0,六,大通一街,1.0,歸仁里,22.9689887,1.0,1330,104
67000150,120.144496,,2015/11/07,8,4.0,1.0,六,大埕里,1.0,大埕里,23.1453614,1.0,815,104
67000150,120.144496,,2015/11/07,8,4.0,1.0,六,大埕里,1.0,大埕里,23.1453614,1.0,1330,104
67000370,120.2000596,,2015/11/08,23,62.0,1.0,日,友愛街117號,2.0,建國里、福安里,22.993395,1.0,815,104
67000370,120.2000596,,2015/11/08,23,62.0,1.0,日,中正路88號彰化銀行,3.0,建國里,22.993395,2.0,1330,104
67000360,120.1740847,,2015/11/08,2,5.0,0.0,日,育平九街142巷140號旁空地,1.0,華平里,22.9948005,1.0,815,104
67000340,120.1813004,,2015/11/08,12,34.0,1.0,日,賢北里活動中心(賢北街108號),2.0,賢北里,23.006719,1.0,815,104
67000340,120.2170126,,2015/11/08,9,24.0,1.0,日,永祥公園實踐街98號對面),1.0,實踐里、永祥里,23.0136734,1.0,815,104
67000340,120.217734,,2015/11/08,7,20.0,1.0,日,勝安里活動中心開元路73巷21號),2.0,勝安里,23.0074816,2.0,815,104
67000340,120.2087167,,2015/11/08,1,6.0,1.0,日,公園路407號前,1.0,國姓里,23.0076926,1.0,815,104
67000340,120.2036668,,2015/11/08,7,20.0,1.0,日,西門路四段171巷20弄17-1號旁巷口,1.0,成德里,23.0134491,1.0,1330,104
67000340,120.2159306,,2015/11/08,7,20.0,1.0,日,東豐路166號,1.0,中樓里,23.0034966,1.0,1330,104
67000340,120.1827435,,2015/11/08,16,42.0,1.0,日,大興街226巷50號,2.0,大港里,23.0104452,1.0,1330,104
67000320,120.2249474,,2015/11/08,32,86.0,1.0,日,衛國街114巷28號(衛國里活動中心),10.0,崇誨里、新東里,22.9865063,9.0,815,104
67000320,120.2256687,,2015/11/08,↑,,,日,衛國街114巷28號(衛國里活動中心),,崇誨里、新東里,22.989711,,815,104
67000320,120.2209801,,2015/11/08,3,12.0,0.0,日,大學路1號(成功大學)勝-勝六舍前面,0.0,大學里,22.9963981,0.0,815,104
67000320,120.2354061,,2015/11/08,5,16.0,1.0,日,仁和路95號,1.0,和平里,22.9745842,0.0,1330,104
67000320,120.2289146,,2015/11/08,7,20.0,1.0,日,崇德路659之14號旁邊空地,1.0,崇成里,22.9712457,0.0,1330,104
67000320,120.227472,,2015/11/08,8,22.0,1.0,日,東寧路201巷51號旁邊空地,1.0,東明里,22.9916823,0.0,1330,104
67000310,120.2303571,,2015/11/08,10,26.0,1.0,日,中華二路340巷20號警衛室旁停車場,1.0,六合里,23.0112118,1.0,815,104
67000310,120.236648,,2015/11/08,6,18.0,1.0,日,中正路852號旁巷口(八方雲集旁),1.0,鹽行里,23.040975,1.0,815,104
67000310,120.2584844,,2015/11/08,6,18.0,1.0,日,龍中街651巷16號門口,1.0,埔園里,23.0341644,1.0,815,104
67000310,120.2469457,,2015/11/08,3,12.0,1.0,日,永二街395號(二王廟),1.0,二王里A,23.0177985,1.0,1330,104
67000310,120.2469457,,2015/11/08,9,24.0,1.0,日,忠孝路450巷18號,1.0,二王里B,23.0177985,1.0,1330,104
67000310,120.225308,,2015/11/08,6,18.0,1.0,日,南台街54巷18弄2號,1.0,尚頂里,23.0263645,1.0,1330,104
67000270,120.2656955,,2015/11/08,14,28.0,1.0,日,仁義三街16號前,2.0,仁義里,22.9695788,1.0,1330,104
67000270,120.2209801,,2015/11/08,4,8.0,1.0,日,清王宮前(二行一路及行大街交叉口),1.0,二行里,22.9212251,1.0,1330,104
67000230,120.4444046,,2015/11/08,4,8.0,1.0,日,望明里108-1號,1.0,望明里,23.1035437,1.0,815,104
67000230,120.464566,,2015/11/08,3,6.0,1.0,日,大成路471巷6號,1.0,中正里,23.1448237,1.0,815,104
67000230,120.4602459,,2015/11/08,9,18.0,1.0,日,中正路27號,1.0,玉井里,23.1256423,1.0,1330,104
67000180,120.2988617,,2015/11/08,3,0.0,1.0,日,忠孝路271號,1.0,協興里,23.0390927,1.0,1330,104
67000370,120.2101595,,2015/11/09,8,1.0,0.0,一,中山路86號前,1.0,公正里,22.9939658,1.0,1330,104
67000360,120.1643428,,2015/11/09,4,9.0,1.0,一,安平路794號旁天后宮廟埕,1.0,港仔里、海頭里,22.999187,0.0,815,104
67000360,120.1740847,,2015/11/09,4,30.0,0.0,一,健康二街419巷35弄旁空地,1.0,華平里,22.9948005,1.0,815,104
67000350,120.2195374,,2015/11/09,5,14.0,1.0,一,安豐六街對面公 園,1.0,新順里,23.0436829,1.0,815,104
67000350,120.2180947,,2015/11/09,5,14.0,1.0,一,安和路一段220巷,1.0,安東里,23.0372738,1.0,1330,104
67000340,120.1987774,,2015/11/09,4,12.0,1.0,一,海安路三段,1.0,安民里,23.001168,1.0,815,104
67000340,120.2202587,,2015/11/09,4,14.0,1.0,一, 大武街502巷1號旁草地,1.0,永祥里,23.0160134,1.0,1330,104
67000340,120.2170126,,2015/11/09,9,22.0,1.0,一, 長榮路五段276巷18號前廣場,2.0,實踐里,23.0136734,1.0,1330,104
67000330,120.195708,,2015/11/09,16,4.0,1.0,一,永成路三段416巷,3.0,府南里,22.968989,3.0,815,104
67000330,120.1916004,,2015/11/09,11,2.0,1.0,一,金華路二段再興里活動中心,2.0,南華里,22.9810279,2.0,815,104
67000330,120.1892373,,2015/11/09,12,2.0,1.0,一,明興路1231巷口,3.0,同安里A,22.9224836,3.0,1330,104
67000330,120.1892373,,2015/11/09,6,2.0,1.0,一,明興路,1.0,同安里B,22.9224836,1.0,1330,104
67000330,120.1776926,,2015/11/09,9,2.0,1.0,一,喜樹路181號喜樹聯合活動中心,2.0,喜南里,22.9383204,2.0,1330,104
67000320,120.269248,,2015/11/09,33,84.0,1.0,一,育樂街(全家便利商店旁斜坡),8.0,成大里,23.0350411,7.0,815,104
67000320,121.0307241,,2015/11/09,6,16.0,1.0,一,東興路(大使海鮮餐廳門口),1.0,東明里,24.8191098,0.0,815,104
67000320,120.230592,,2015/11/09,5,14.0,1.0,一,府東街(大樓前),1.0,龍山里,22.9858548,0.0,815,104
67000320,120.1987774,,2015/11/09,4,12.0,1.0,一,東門路三段(大樓前),1.0,自強里,22.980983,0.0,815,104
67000320,120.2303571,,2015/11/09,16,38.0,1.0,一,崇善十街14號旁空地,2.0,崇善里,22.9736282,1.0,1330,104
67000320,120.218816,,2015/11/09,14,36.0,1.0,一,中華東路三段380巷45弄(文化商城門口),2.0,忠孝里,22.9773869,1.0,1330,104
67000320,120.227472,,2015/11/09,18,60.0,1.0,一,小東路254巷24號對面公園,4.0,小東里,22.9970514,3.0,1330,104
67000310,120.2287659,,2015/11/09,7,12.0,,一,大橋一街103巷62弄,2.0,大橋里,23.0188826,2.0,815,104
67000310,120.2363715,,2015/11/09,4,10.0,,一,忠義街60巷(良美町),1.0,中華里,23.0003027,1.0,815,104
67000310,120.2642002,,2015/11/09,7,18.0,,一,大同街413巷18弄,1.0,北灣里,23.0159218,1.0,815,104
67000310,120.2491093,,2015/11/09,9,22.0,,一,建國里活動中心(復興路1巷3弄23號),2.0,建國里,22.9978842,2.0,1330,104
67000310,120.2541575,,2015/11/09,5,14.0,,一,崑山里活動中心(國光五街9巷11號),1.0,崑山里,22.9988384,1.0,1330,104
67000290,120.3233704,,2015/11/09,8,16.0,1.0,一,關廟里民生街121號旁(玄武殿廣場),1.0,關廟里,22.9574746,1.0,1330,104
67000280,120.2995826,,2015/11/09,5,8.0,1.0,一,仁愛八街8號旁空地,1.0,許厝里,22.9658238,1.0,815,104
67000280,120.2995826,,2015/11/09,2,4.0,1.0,一,中山路一段481號旁空地,1.0,許厝里,22.9658238,1.0,1330,104
67000280,120.3103958,,2015/11/09,5,8.0,1.0,一,信義北路96巷7號前,1.0,歸仁里,22.9669072,1.0,1330,104
67000180,120.2988617,,2015/11/09,8,0.0,1.0,一,中正路374號(第一銀行),1.0,協興里,23.0390927,1.0,1330,104
67000370,120.1719199,,2015/11/10,8,20.0,1.0,二,民權路四段470號西賢里活動中心,1.0,西賢里,23.0039814,1.0,815,104
67000370,120.1932056,,2015/11/10,26,64.0,1.0,二,西和路289號旁小康市場,2.0,文賢里,23.003892,1.0,1330,104
67000360,120.1726415,,2015/11/10,4,10.0,0.0,二,安平路,1.0,平安里,22.9991307,1.0,1330,104
67000350,120.2043882,,2015/11/10,4,14.0,1.0,二,北安路二段480號7-11,1.0,頂安里,23.0394768,1.0,815,104
67000350,120.1964522,,2015/11/10,6,18.0,1.0,二,長溪路三段405巷40弄249號對面公園,1.0,長安里,23.0646352,1.0,815,104
67000350,120.2195374,,2015/11/10,5,16.0,1.0,二,安和路二段318巷,1.0,新順里,23.0436829,1.0,1330,104
67000340,120.2213407,,2015/11/10,10,24.0,1.0,二,長榮路五段213號旁空地,1.0,新勝里,23.0094105,1.0,815,104
67000340,120.2173733,,2015/11/10,4,14.0,1.0,二,公園路1092巷,1.0,小康里,23.0152758,1.0,1330,104
67000340,120.2116023,,2015/11/10,9,22.0,1.0,二,公園路634巷75號興北里活動中心,2.0,興北里,23.0057457,2.0,1330,104
67000340,120.1978952,,2015/11/10,7,18.0,1.0,二,文賢二街392號前,1.0,文元里,23.0146579,1.0,1330,104
67000330,120.1899588,,2015/11/10,5,2.0,1.0,二,利南街136號日新里活動中心,1.0,日新里,22.974026,1.0,815,104
67000330,120.1928448,,2015/11/10,29,6.0,1.0,二,金華路二段236號再興里活動中心,6.0,再興里,22.9801358,5.0,815,104
67000330,120.1928448,,2015/11/10,13,2.0,1.0,二,金華路二段236號再興里活動中心,3.0,再興里,22.9801358,2.0,1330,104
67000330,120.1870727,,2015/11/10,21,4.0,1.0,二,利南街136號日新里活動中心,4.0,光明里,22.971944,3.0,1330,104
67000320,120.2332423,,2015/11/10,28,68.0,3.0,二,文東街122號旁空地,5.0,大智里,22.962286,2.0,815,104
67000320,120.2209801,,2015/11/10,9,22.0,2.0,二,長榮路三段48號(自在軒)旁邊公園,3.0,大學里,22.9963981,1.0,815,104
67000320,120.2447821,,2015/11/10,5,14.0,1.0,二,裕興街6號旁空地,1.0,文聖里,22.9840282,0.0,815,104
67000320,120.2317997,,2015/11/10,22,50.0,2.0,二,裕農路446巷88號富強里活動中心,4.0,富強里,22.9867487,2.0,1330,104
67000320,120.2231441,,2015/11/10,5,14.0,1.0,二,崇德路260號旁崇學公園,1.0,崇學里,22.9778231,0.0,1330,104
67000320,120.232521,,2015/11/10,8,20.0,1.0,二,莊敬路118號華斌金龍花園,2.0,莊敬里,22.9966645,1.0,1330,104
67000310,120.2440609,,2015/11/10,7,18.0,,二,國華街102巷110號永信派出所,1.0,復華里,23.0103511,1.0,815,104
67000310,120.2656955,,2015/11/10,6,16.0,,二,永平街298巷底,1.0,龍潭里,23.0286236,1.0,815,104
67000180,120.3233704,,2015/11/10,2,0.0,1.0,二,中興路,1.0,東榮里,23.0325916,1.0,815,104
67000360,120.1643428,,2015/11/11,6,12.0,1.0,三,安平路75巷18弄靈濟殿前,1.0,港仔里,22.999187,0.0,815,104
67000360,120.1805789,,2015/11/11,6,12.0,1.0,三,建平六街90巷11弄前中庭門口,1.0,文平里,22.9860574,0.0,1330,104
67000330,120.1870727,,2015/11/11,10,2.0,1.0,三,新建路29巷口,3.0,光明里、開南里,22.971944,2.0,815,104
67000330,120.1870727,,2015/11/11,7,2.0,1.0,三,新興路533巷口,2.0,光明里,22.971944,1.0,815,104
67000330,120.1885158,,2015/11/11,15,4.0,1.0,三,金華里活動中心慶南街201號),4.0,金華里A,22.9796984,3.0,815,104
67000330,120.19537,,2015/11/11,8,2.0,1.0,三,夏林路(第一銀行),2.0,新興里,22.9799434,1.0,815,104
67000330,120.1885158,,2015/11/11,12,4.0,1.0,三,金華里活動中心慶南街),2.0,金華里B,22.9796984,1.0,1330,104
67000330,120.2116023,,2015/11/11,9,2.0,1.0,三,大同路二段186巷5弄旁迴廊,3.0,新生里,22.9775543,2.0,1330,104
67000330,120.1957308,,2015/11/11,19,4.0,1.0,三,綠園西門路ㄧ段279巷底),5.0,田寮里,22.976847,4.0,1330,104
67000320,120.2159306,,2015/11/11,15,38.0,1.0,三,立德七路對面大福公園,3.0,大福里,22.9739636,2.0,815,104
67000320,120.2382911,,2015/11/11,17,40.0,1.0,三,建東街聖達中醫診所旁,3.0,後甲里,22.9927707,2.0,815,104
67000320,120.2361273,,2015/11/11,12,32.0,1.0,三,東成街太子普安宮,2.0,虎尾里,22.9791309,1.0,815,104
67000320,120.2357667,,2015/11/11,14,36.0,1.0,三,仁和路111巷旁停車場,2.0,仁和里,22.9701464,1.0,1330,104
67000320,120.227472,,2015/11/11,7,18.0,1.0,三,東安路上海好味道小籠湯包後空地,1.0,東明里,22.9916823,0.0,1330,104
67000320,120.2249474,,2015/11/11,27,66.0,1.0,三,衛國街114巷衛國里活動中心,5.0,新東里,22.9865063,4.0,1330,104
67000310,120.2303571,,2015/11/11,4,12.0,1.0,三,中華路,1.0,六合里,23.0112118,1.0,815,104
67000310,120.225308,,2015/11/11,5,14.0,1.0,三,中華路大樓管理室,1.0,尚頂里,23.0263645,1.0,815,104
67000310,120.2584844,,2015/11/11,2,4.0,1.0,三,永大路二段邰欣地堡接待會館,1.0,永康里,23.0234285,1.0,815,104
67000310,120.2491093,,2015/11/11,4,10.0,1.0,三,復興路,1.0,建國里,22.9978842,1.0,1330,104
67000310,120.236648,,2015/11/11,5,14.0,1.0,三,正南五街327巷,2.0,鹽行里,23.040975,2.0,1330,104
67000350,120.2368486,,2015/11/12,3,4.0,0.0,四,長和路一段1巷200號,0.0,東和里,23.0615247,0.0,815,104
67000350,120.1978952,,2015/11/12,21,44.0,1.0,四,安中路一段701巷35號對面梅花公園,2.0,梅花里,23.038824,2.0,815,104
67000350,120.1964522,,2015/11/12,11,26.0,1.0,四,怡安路二段102號(怡安果菜市場)辦公大樓,1.0,原佃里,23.0538947,1.0,1330,104
67000340,120.1827435,,2015/11/12,11,26.0,1.0,四,中華北路一段362巷3弄旁空地,3.0,大港里,23.0104452,2.0,1330,104
67000340,120.2047489,,2015/11/12,4,10.0,1.0,四,鴨母寮市場前面成功路),1.0,三德里,23.000133,1.0,1330,104
67000340,120.2217014,,2015/11/12,4,10.0,1.0,四,長榮路4段91巷,1.0,振興里,23.0063146,1.0,1330,104
67000330,120.1957308,,2015/11/12,13,4.0,1.0,四,西門路ㄧ段223巷與大成路二段42巷交叉口逢甲市場,3.0,田寮里,22.976847,2.0,1330,104
67000320,120.9679136,,2015/11/12,7,18.0,1.0,四,勝利路(光華高中),1.0,東門里,24.8035412,0.0,815,104
67000320,120.227472,,2015/11/12,9,22.0,1.0,四,東安路96號(東安復健診所),2.0,東明里,22.9916823,1.0,1330,104
67000310,120.2656955,,2015/11/12,2,3.0,,四,永明街330號陽光綠第,1.0,龍潭里A,23.0286236,1.0,815,104
67000310,120.2656955,,2015/11/12,1,3.0,,四,中山北路164巷82號大樓,1.0,龍潭里B,23.0286236,1.0,815,104
67000310,120.2584844,,2015/11/12,1,4.0,,四,永平街45巷6號(五聖壇),1.0,永康里,23.0234285,1.0,815,104
67000310,120.2772325,,2015/11/12,4,18.0,,四,富強路一段216巷口,1.0,西勢里,23.0154649,1.0,815,104
67000310,120.2390123,,2015/11/12,7,18.0,,四,南工街323巷1號旁,1.0,三合里,23.010739,1.0,1330,104
67000290,120.3219289,,2015/11/12,7,12.0,1.0,四,北安三街,1.0,山西里、北勢里,22.9671673,1.0,1330,104
67000280,120.2923733,,2015/11/12,5,8.0,0.0,四,和平南街與公園路交叉口,1.0,新厝里,22.9619703,1.0,815,104
67000230,120.4602459,,2015/11/12,2,2.0,1.0,四,中正路,1.0,玉井里,23.1256423,1.0,815,104
67000230,120.478965,,2015/11/12,10,18.0,1.0,四,中正路,1.0,竹圍里、玉田里,23.1337231,1.0,815,104
67000190,120.3003035,,2015/11/12,6,0.0,0.0,四,成功路266巷,1.0,光文里,23.1340393,1.0,815,104
67000370,120.1939271,,2015/11/13,2,0.0,,五,保安路132號,1.0,民主里,22.9923288,1.0,815,104
67000360,120.1805789,,2015/11/13,5,9.0,1.0,五,永華二街59巷39號對面,1.0,文平里,22.9860574,0.0,815,104
67000350,120.1928448,,2015/11/13,9,22.0,1.0,五,海佃路一段270巷52號旁空地樺谷夜市,1.0,溪墘里,23.0244424,1.0,815,104
67000350,120.1791357,,2015/11/13,7,16.0,1.0,五,海中街121巷44號旁空地,1.0,海西里,23.0306699,1.0,815,104
67000350,120.1978952,,2015/11/13,8,18.0,1.0,五,安中路一段562號,1.0,鳳凰里,23.038824,1.0,1330,104
67000350,120.2195374,,2015/11/13,9,20.0,1.0,五,安中路一段882號鮮自然飲料店,1.0,梅花里、鳳凰里、海東里,23.0436829,1.0,1330,104
67000350,120.2000596,,2015/11/13,6,16.0,1.0,五,怡安路一段87號,1.0,新順里、安慶里,23.0417267,1.0,1330,104
67000340,120.224226,,2015/11/13,6,16.0,1.0,五,開元路483號前空地,1.0,元寶里,23.0114904,1.0,815,104
67000340,120.2036668,,2015/11/13,4,12.0,1.0,五,文成路193號聖武宮,1.0,成德里,23.0134491,1.0,815,104
67000340,120.2015025,,2015/11/13,10,24.0,1.0,五,民德路58巷11弄15號旁空地,1.0,和順里,23.0051759,1.0,1330,104
67000330,120.1870727,,2015/11/13,17,40.0,1.0,五,新建路25巷口,5.0,光明里,22.971944,5.0,815,104
67000330,120.1914018,,2015/11/13,9,2.0,1.0,五,金華路ㄧ段30巷口,2.0,明興里,22.9629831,2.0,1330,104
67000320,120.2354061,,2015/11/13,5,14.0,1.0,五,崇善路855號崇善自助餐,1.0,德高里,22.9665308,0.0,815,104
67000320,120.2361273,,2015/11/13,4,12.0,1.0,五,富農街一段188巷10弄7號虎尾里活動中心,1.0,虎尾里、復興里,22.9791309,0.0,1330,104
67000320,120.2159306,,2015/11/13,3,10.0,1.0,五,慶東街57號集合,1.0,泉南里A,22.9847029,0.0,1330,104
67000320,120.2159306,,2015/11/13,8,20.0,1.0,五,府東街228號旁停車場,1.0,泉南里B,22.9847029,0.0,1330,104
67000310,120.2303571,,2015/11/13,11,26.0,1.0,五,六合路46號,2.0,六合里,23.0112118,1.0,815,104
67000310,120.2772325,,2015/11/13,3,6.0,,五,王行路1004號前空地,1.0,王行里,23.042301,1.0,1330,104
67000310,120.2152092,,2015/11/13,3,6.0,,五,中正南路52巷13弄8號旁空地,1.0,甲頂里,23.0217702,1.0,1330,104
67000310,120.270022,,2015/11/13,3,7.0,,五,大灣路119巷73號旁空地,1.0,北灣里,23.012954,1.0,1330,104
67000280,120.2930943,,2015/11/13,7,20.0,1.0,五,崙頂一街77號,1.0,崙頂里,22.9571231,1.0,1330,104
67000280,120.2995826,,2015/11/13,3,12.0,1.0,五,中山路一段434巷5號對面空地,1.0,許厝里,22.9658238,1.0,1330,104
67000280,120.3103958,,2015/11/13,3,12.0,1.0,五,大通路與中正北路一段交叉口美學館後方停車場,1.0,歸仁里,22.9669072,1.0,1330,104
67000270,120.225308,,2015/11/13,7,14.0,1.0,五,保華路2巷22號旁路口,1.0,成功里,22.9404559,1.0,815,104
67000180,120.3233704,,2015/11/13,12,19.0,1.0,五,東榮里中興路691號前空地面,1.0,東榮里,23.0325916,1.0,815,104
67000180,120.3349024,,2015/11/13,7,10.0,1.0,五,中興路417號,1.0,知義里,23.0194325,1.0,1330,104
67000350,120.1698421,,2015/11/14,14,32.0,1.0,六,府安路七段,1.0,海南里,23.0074371,1.0,815,104
67000350,120.2184734,,2015/11/14,32,70.0,1.0,六,安和路三段54巷,1.0,新順里,23.0445064,1.0,1330,104
67000330,120.1914653,,2015/11/14,12,30.0,1.0,六,金華路二段,3.0,再興里,22.9816175,3.0,815,104
